Stage,Window,N_Points,Feature_Count,ID_Bits,Authentication_Folds,Intra_Avg,Intra_Std,Intra_Min,Intra_Max,Inter_Avg,Inter_Std,Inter_Min,Inter_Max,Separation_Score,Score_Fold_Std,Empirical_Overlap_Coefficient,Minimum_Balanced_Error,Minimum_Balanced_Error_Threshold,Variance_Explained_First_5_PCs,Variance_Explained_By_ID_Components,PCs_For_90pct_Variance,PCs_For_95pct_Variance,PCs_For_99pct_Variance,Mean_Absolute_Feature_Correlation,Median_Absolute_Feature_Correlation,Mean_Absolute_Impedance_Adjacent_Correlation,Mean_Absolute_Phase_Adjacent_Correlation,Degradation_Percent
2_Sampling_Reduction,100k-1000k,150,300,64,5,1.9667796610169492,1.6684827245220069,0,11,32.06064337599447,3.876781449278642,13,49,30.093863714977516,0.2846370159875466,0.0,0.0,11,0.8568055763935135,0.9927580442845256,9.0,20.0,56.0,0.46657526135911864,0.32662147535478614,0.9832276676320264,0.8280836893434482,1.9012665588825282
2_Sampling_Reduction,100k-1000k,128,256,64,5,2.142372881355932,1.7449484553656032,0,10,32.05483684999424,3.886897782925881,13,48,29.912463968638306,0.299738195962627,0.0,0.0,10,0.8564295358986559,0.9934198794822621,9.0,20.0,55.0,0.4667352279643898,0.32764172639797845,0.9801318785999179,0.7915726787844577,2.492585956449946
2_Sampling_Reduction,100k-1000k,100,200,64,5,2.3166101694915255,1.7991297177847363,0,12,32.06252046581344,3.883167524649413,12,50,29.745910296321917,0.234293079193357,6.918021445866482e-06,3.459010722933241e-06,12,0.8573469306845312,0.9954225337622719,9.0,19.0,50.0,0.46799721888028845,0.33354435950185624,0.97861874911474,0.7304376067799989,3.035510735366688
2_Sampling_Reduction,100k-1000k,64,128,64,5,3.023050847457627,2.2573889335418245,0,15,32.059651792920555,3.8800610440145724,11,49,29.03660094546293,0.2851203206799973,3.920212152657674e-05,2.5366078634843768e-05,15,0.8600687478026628,0.9991258133430344,9.0,17.0,40.0,0.46730293871186657,0.3266502138980551,0.9752462742530954,0.6287146056726238,5.347688048197981
2_Sampling_Reduction,100k-1000k,50,100,64,5,2.8013559322033896,2.1016884870741097,0,13,32.053093508589875,3.878993684186742,13,48,29.251737576386486,0.26907541504337523,2.3060071486221606e-06,1.1530035743110803e-06,13,0.8568320634500832,0.9998662852708294,8.0,16.0,33.2,0.4554850281476301,0.31836774318074407,0.9725468667434164,0.5804652263619577,4.64639454829134
2_Sampling_Reduction,100k-1000k,32,64,64,5,3.573559322033898,2.6830247837474532,0,17,32.0681194511703,3.8927821423687123,12,48,28.4945601291364,0.37758138076984166,0.00020523463622737232,0.0001118413467081748,17,0.8672860131608591,0.9999999999999998,7.0,13.0,24.0,0.4610016513490131,0.31885833111155104,0.9740802255212264,0.5066349857695402,7.11461030379914
2_Sampling_Reduction,10k-1000k,400,800,64,5,1.8745762711864407,1.571842770388713,0,13,32.04426611322495,3.8874934742118565,14,48,30.16968984203851,0.3544109388455781,0.0,0.0,13,0.7593526758024746,0.9702116513223308,21.0,43.0,,0.3996742233242393,0.25900127629407066,0.9790401296904936,0.8646866288550112,-0.045591064212578566
2_Sampling_Reduction,10k-1000k,300,600,64,5,2.034576271186441,1.6966797751118916,0,17,32.04182174564741,3.8862645671793548,12,48,30.00724547446097,0.2906004669945665,0.0001752565432952842,0.00015796148968061802,17,0.7597916873391214,0.9708949730244708,21.0,43.0,,0.3993544119113732,0.2591646784155346,0.9709072609006639,0.8005105786838558,0.4930900708749203
2_Sampling_Reduction,10k-1000k,250,500,64,5,2.1586440677966103,1.6376003575025664,0,11,32.03343710365502,3.8990673938141627,13,51,29.874793035858406,0.2907090667784998,0.0,0.0,11,0.7594344927926127,0.9717193207101124,21.0,42.2,,0.39879446897650556,0.2610871444432867,0.9629389573776775,0.7481627439030217,0.9323150870176243
2_Sampling_Reduction,10k-1000k,200,400,64,5,2.4840677966101694,1.7677910526169596,0,14,32.05253084284561,3.8945984333118724,13,49,29.568463046235443,0.3250193705940267,9.224028594488643e-06,6.918021445866482e-06,14,0.7604062550303149,0.9729816283952697,21.0,41.8,,0.4005723032754648,0.2618677494628873,0.9558395980741207,0.6771587683972552,1.948134773364545
2_Sampling_Reduction,10k-1000k,150,300,64,5,2.854237288135593,1.8875549390315458,0,13,32.050068027210884,3.8807444548362118,12,49,29.19583073907529,0.36163645996310423,2.3060071486221606e-06,1.1530035743110803e-06,13,0.7604118361479908,0.9770410561818921,20.0,39.0,,0.3996392888201706,0.2553066036346826,0.9495470487396265,0.5734224756301896,3.1838193168467375
2_Sampling_Reduction,10k-1000k,128,256,64,5,2.922033898305085,1.8472969541581516,0,14,32.05072754525539,3.8907095417297928,13,49,29.128693646950307,0.35183539705483974,1.3836042891732966e-05,6.918021445866482e-06,14,0.7604943742723017,0.9800157530863627,20.0,38.0,,0.39947817169702066,0.25742862732647753,0.94304425754696,0.5246668281152358,3.4064523667436357
2_Sampling_Reduction,10k-1000k,100,200,64,5,3.329491525423729,2.0161941252707205,0,17,32.04342211460855,3.877747672481454,13,48,28.713930589184823,0.2463096283342996,0.00017064452899803989,9.800530381644183e-05,17,0.7640792236785755,0.9855620786554107,19.0,34.0,,0.3977439073883398,0.24963383689304813,0.9367259136404776,0.480451291279817,4.781846528334532
2_Sampling_Reduction,10k-1000k,64,128,64,5,5.030508474576271,2.3620166967247624,0,17,32.04939467312349,3.8906537894630184,13,48,27.018886198547214,0.2156212023534447,0.00010377032168799722,8.532226449901994e-05,17,0.766758855408957,0.9966903952901337,17.0,28.0,53.0,0.4015308560362971,0.2639663708582044,0.9225210649008831,0.44254343406542873,10.402776634984887
2_Sampling_Reduction,10k-1000k,50,100,64,5,5.029830508474577,2.5521278346006158,0,18,32.06095699296668,3.865647398253964,15,48,27.031126484492106,0.33296039682286893,0.00029286290787501444,0.0002236826934163496,18,0.7689509626561,0.9995633807671842,15.8,25.0,43.0,0.397296928304064,0.26215486364779617,0.9149974949724318,0.3965893644047025,10.362186670402444
2_Sampling_Reduction,10k-1000k,32,64,64,5,5.490847457627119,2.742527338291099,0,21,32.025836504093164,3.878097971614484,14,49,26.534989046466045,0.4739682138580533,0.0007263922518159806,0.00036319612590799034,16,0.7771233645502307,1.0,13.0,19.0,31.2,0.3940292601355897,0.25449064073132915,0.9103148481835459,0.35712221727850696,12.007426097664903
2_Sampling_Reduction,10k-100k,400,800,64,5,2.309830508474576,1.770289909033698,0,13,32.04406779661017,3.8773062482145084,13,49,29.734237288135596,0.40098893160117327,1.3836042891732964e-05,6.918021445866482e-06,13,0.7315156672216294,0.9797494157636903,21.0,37.2,,0.3572549529447232,0.22352988214228206,0.991487604277653,0.9471450788129602,0.2877169766935627
2_Sampling_Reduction,10k-100k,300,600,64,5,2.5410169491525423,1.7872358520612195,0,12,32.04545601291364,3.8834896816963096,12,48,29.504439063761097,0.41374365544389785,2.3060071486221606e-06,1.1530035743110803e-06,12,0.7316341688047114,0.9799085652492383,21.0,37.0,,0.35714638947228927,0.2228127887918146,0.9855926175353955,0.9193864060757031,1.05833387078239
2_Sampling_Reduction,10k-100k,250,500,64,5,2.6122033898305084,1.8165865411408015,0,14,32.047471463161536,3.8874117572598372,14,49,29.435268073331027,0.4306057520375717,2.3060071486221606e-06,1.1530035743110803e-06,14,0.7316660485773779,0.9801583211470678,21.0,37.0,,0.3569434190256009,0.2231957450803951,0.980268879339181,0.8934735778744385,1.290295340247008
2_Sampling_Reduction,10k-100k,200,400,64,5,2.895593220338983,1.8582613509024881,0,13,32.045617433414044,3.890151625673421,13,49,29.15002421307506,0.28936649671994846,4.612014297244321e-06,2.3060071486221606e-06,13,0.7318240556455785,0.9803035220630598,21.0,37.0,,0.3568137267246683,0.22414121938539827,0.9713718344833977,0.8495747318192228,2.246846411286331
2_Sampling_Reduction,10k-100k,150,300,64,5,3.2515254237288134,1.9480505629452893,0,13,32.0441830969676,3.8914507445365905,13,49,28.792657673238786,0.3013551570308614,4.612014297244321e-06,2.3060071486221606e-06,13,0.7316580016320424,0.9810670773005544,21.0,37.0,,0.35628525224013663,0.2214837552806673,0.9566167140368073,0.771113273909935,3.4452572942664275
2_Sampling_Reduction,10k-100k,128,256,64,5,3.4752542372881354,2.0175362105034655,0,14,32.046825781159924,3.890778015496922,11,49,28.57157154387179,0.34433444235105376,9.224028594488643e-06,4.612014297244321e-06,14,0.7317819628101009,0.9820119010377342,21.0,37.0,,0.3557786895014455,0.22226030398645508,0.9489190340735771,0.712329384416696,4.1866586118904525
2_Sampling_Reduction,10k-100k,100,200,64,5,3.871186440677966,2.13002147123685,0,12,32.0393266459126,3.883159916925434,14,49,28.168140205234636,0.34540364194555373,0.0,0.0,12,0.7326244742187383,0.9847811733899426,20.8,36.0,,0.35510475406384645,0.22349279949494122,0.9324872449980746,0.6124054325784484,5.539545502139041
2_Sampling_Reduction,10k-100k,64,128,64,5,5.623728813559322,2.5048351467305707,0,16,32.03843652715324,3.889296663988764,14,50,26.414707713593916,0.4293619228565637,7.379222875590914e-05,4.150812867519889e-05,16,0.7329640232371177,0.9946534867214958,19.0,31.8,57.0,0.355634407039099,0.2204423415011894,0.9025019214703149,0.4409288652737294,11.419593985457768
2_Sampling_Reduction,10k-100k,50,100,64,5,6.182372881355932,2.678364708830937,0,19,32.031684538222066,3.9051772170877666,13,50,25.849311656866135,0.3241008068557383,0.0006364579730197164,0.0003493600830162574,15,0.738439426653085,0.9990374553375847,17.2,27.0,48.0,0.35571211303646805,0.2242482126337947,0.897438250570841,0.38032820734979034,13.315621486765062
2_Sampling_Reduction,10k-100k,32,64,64,5,7.159322033898305,2.892881747433914,0,19,32.038699411968175,3.9007547784045187,13,51,24.87937737806987,0.29919583315713955,0.0010561512740689496,0.0005280756370344748,19,0.7421773471507878,0.9999999999999998,15.0,22.0,35.0,0.3565841396194932,0.22496954075529998,0.8599264586135668,0.35333130481456304,16.568247756749475
